date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:25:54	720/720	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2011:25:54%20GMT	https://duge.lol/robots.txt		(from )
13:25:54	22634/22634	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Mar%202024%2007:52:18%20GMT	https://duge.lol/	D:/Websites/DEUGE/duge.lol/index.html	(from )
13:25:55	2843/2843	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Mar%202024%2000:20:13%20GMT	https://duge.lol/favicon-32x32.png	D:/Websites/DEUGE/duge.lol/favicon-32x32.png	(from https://duge.lol/)
13:25:55	55481/55481	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Mar%202024%2000:20:13%20GMT	https://duge.lol/apple-touch-icon.png	D:/Websites/DEUGE/duge.lol/apple-touch-icon.png	(from https://duge.lol/)
13:25:55	961/961	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Mar%202024%2000:20:13%20GMT	https://duge.lol/favicon-16x16.png	D:/Websites/DEUGE/duge.lol/favicon-16x16.png	(from https://duge.lol/)
13:25:56	15406/15406	---MCZ	200	added ('OK')	image/x-icon	date:Sun,%2024%20Mar%202024%2000:20:13%20GMT	https://duge.lol/favicon.ico	D:/Websites/DEUGE/duge.lol/favicon.ico	(from https://duge.lol/)
13:25:56	263/263	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2024%20Mar%202024%2000:20:13%20GMT	https://duge.lol/site.webmanifest	D:/Websites/DEUGE/duge.lol/site.webmanifest	(from https://duge.lol/)
13:25:56	102641/102641	---M-Z	200	added ('OK')	text/css	etag:%2265692999-5512%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	D:/Websites/DEUGE/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	(from https://duge.lol/)
13:25:56	162264/162264	---M-Z	200	added ('OK')	text/css	etag:W/%22279d8-G+N7YjBsjAxndbtMk8XkxOE9l3U%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/css/bootstrap.min.css	D:/Websites/DEUGE/cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/css/bootstrap.min.css	(from https://duge.lol/)
13:25:57	6587/6587	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Mar%202024%2012:40:18%20GMT	https://duge.lol/style.css?v4	D:/Websites/DEUGE/duge.lol/style5ed3.css	(from https://duge.lol/)
13:25:57	1523/1523	---MCZ	200	added ('OK')	text/css	etag:W/%225f3-Gduk9jjIOe//5URKHgjXkQF9pPA%22	https://cdn.jsdelivr.net/npm/toastify-js/src/toastify.min.css	D:/Websites/DEUGE/cdn.jsdelivr.net/npm/toastify-js/src/toastify.min.css	(from https://duge.lol/)
13:25:57	22634/22634	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Mar%202024%2007:52:18%20GMT	https://duge.lol/index.html	D:/Websites/DEUGE/duge.lol/index-2.html	(from https://duge.lol/)
13:25:57	789614/789614	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2022:47:07%20GMT	https://duge.lol/images/duge.png	D:/Websites/DEUGE/duge.lol/images/duge.png	(from https://duge.lol/)
13:25:58	295118/295118	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Mar%202024%2010:32:20%20GMT	https://duge.lol/images/dugelol.png	D:/Websites/DEUGE/duge.lol/images/dugelol.png	(from https://duge.lol/)
13:25:58	21757/21757	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/pinksale.png	D:/Websites/DEUGE/duge.lol/images/logos/pinksale.png	(from https://duge.lol/)
13:25:58	123409/123409	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/solana.png	D:/Websites/DEUGE/duge.lol/images/logos/solana.png	(from https://duge.lol/)
13:25:58	1159/1159	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:29:43%20GMT	https://duge.lol/images/logos/dex-view-logo.png	D:/Websites/DEUGE/duge.lol/images/logos/dex-view-logo.png	(from https://duge.lol/)
13:25:59	135186/135186	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/raydium.png	D:/Websites/DEUGE/duge.lol/images/logos/raydium.png	(from https://duge.lol/)
13:25:59	7826/7826	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/coinmarketcap.png	D:/Websites/DEUGE/duge.lol/images/logos/coinmarketcap.png	(from https://duge.lol/)
13:25:59	22128/22128	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/CoinGecko_logo.png	D:/Websites/DEUGE/duge.lol/images/logos/CoinGecko_logo.png	(from https://duge.lol/)
13:25:59	8530/8530	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/avedex.png	D:/Websites/DEUGE/duge.lol/images/logos/avedex.png	(from https://duge.lol/)
13:25:59	2800/2800	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/dextools.svg	D:/Websites/DEUGE/duge.lol/images/logos/dextools.svg	(from https://duge.lol/)
13:26:00	4800/4800	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/jupiter-logo.svg	D:/Websites/DEUGE/duge.lol/images/logos/jupiter-logo.svg	(from https://duge.lol/)
13:26:00	43203/43203	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/dexscreener.png	D:/Websites/DEUGE/duge.lol/images/logos/dexscreener.png	(from https://duge.lol/)
13:26:00	571144/571144	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Mar%202024%2012:31:05%20GMT	https://duge.lol/images/logos/come.png	D:/Websites/DEUGE/duge.lol/images/logos/come.png	(from https://duge.lol/)
13:26:00	27657/27657	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202024%2023:17:03%20GMT	https://duge.lol/images/logos/birdeye.png	D:/Websites/DEUGE/duge.lol/images/logos/birdeye.png	(from https://duge.lol/)
13:26:01	378500/378500	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Mar%202024%2011:21:48%20GMT	https://duge.lol/duge_pure.png	D:/Websites/DEUGE/duge.lol/duge_pure.png	(from https://duge.lol/)
13:26:01	4684/4684	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Mar%202024%2011:26:01%20GMT	https://duge.lol/cdn-cgi/l/email-protection	D:/Websites/DEUGE/duge.lol/cdn-cgi/l/email-protection.html	(from https://duge.lol/)
13:26:01	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265fd6d96-4d7%22	https://duge.lol/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Websites/DEUGE/duge.lol/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://duge.lol/)
13:26:01	233/233	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Mar%202024%2010:14:56%20GMT	https://duge.lol/app.js	D:/Websites/DEUGE/duge.lol/app.js	(from https://duge.lol/)
13:26:01	72380/72380	---M-Z	200	added ('OK')	application/javascript	etag:W/%2211abc-z42YIVUtUbtQzlcuaWq6EwkGWAA%22	https://cdn.jsdelivr.net/npm/jquery@3.5.1/dist/jquery.slim.min.js	D:/Websites/DEUGE/cdn.jsdelivr.net/npm/jquery@3.5.1/dist/jquery.slim.min.js	(from https://duge.lol/)
13:26:02	83376/83376	---M-Z	200	added ('OK')	application/javascript	etag:W/%22145b0-MjP9Adh/ukV+qtjcvCifdbFw+BQ%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/js/bootstrap.bundle.min.js	D:/Websites/DEUGE/cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/js/bootstrap.bundle.min.js	(from https://duge.lol/)
13:26:03	56780/56780	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2019%20Mar%202024%2010:15:33%20GMT	https://duge.lol/font/nf-ananias-regular.ttf	D:/Websites/DEUGE/duge.lol/font/nf-ananias-regular.ttf	(from https://duge.lol/style.css?v4)
